G,L2,R2,W3,cg_R1,cg_R2,S11_Linear,S11_Real,S11_Img
155,34,18,19,40,20,0.49029955,0.19964496759123,-0.44778495178954
155,34,18,19,40,27,0.49959584,0.1927714590923,-0.4608642100379
155,34,18,19,40,34,0.51296374,0.18840787836096,-0.47703339327727
155,34,18,19,40,41,0.5283188,0.18733945029444,-0.49385703128146
155,34,18,19,40,48,0.54689162,0.19196246533957,-0.51189660182354
155,34,18,19,40,55,0.56245805,0.1994018043133,-0.52567402178428
155,34,18,14,40,20,0.50597964,0.22324993335327,-0.45403422318743
155,34,18,14,40,27,0.5163908,0.22301997500875,-0.46570028328422
155,34,18,14,40,34,0.52835613,0.22584616892914,-0.47758301715382
155,34,18,14,40,41,0.53929071,0.23091000424017,-0.48725966891636
155,34,18,14,40,48,0.55024914,0.23874903979154,-0.49564468162837
155,34,18,14,40,55,0.55705617,0.24603564791519,-0.49966652126074
155,34,18,9,40,20,0.51176877,0.24499762191234,-0.44928122542444
155,34,18,9,40,27,0.52025333,0.24789817626878,-0.45734956325282
155,34,18,9,40,34,0.52850505,0.25279668963143,-0.46407015008674
155,34,18,9,40,41,0.53449254,0.25794231634271,-0.46806990696607
155,34,18,9,40,48,0.53973127,0.26400217872319,-0.47069798814689
155,34,18,9,40,55,0.54170588,0.26805056794364,-0.47067879482099
155,34,20,19,40,20,0.47361971,0.19512240384587,-0.43153605867341
155,34,20,19,40,27,0.47988599,0.18474747448157,-0.44286885692183
155,34,20,19,40,34,0.49078787,0.17546366807367,-0.45829897995277
155,34,20,19,40,41,0.50672871,0.16941466138533,-0.47746631314246
155,34,20,19,40,48,0.52636782,0.16829838711664,-0.49854764462834
155,34,20,19,40,55,0.54596527,0.17228548389873,-0.51778655541057
155,34,20,14,40,20,0.49089038,0.21428129632954,-0.44162987021861
155,34,20,14,40,27,0.50053924,0.21091696965303,-0.45389377794252
155,34,20,14,40,34,0.5128722,0.21065548394,-0.46755118441374
155,34,20,14,40,41,0.52651005,0.21382918849531,-0.48103816217292
155,34,20,14,40,48,0.53953488,0.22020589229178,-0.49242495407295
155,34,20,14,40,55,0.54949615,0.22771520519762,-0.49994896836779
155,34,20,9,40,20,0.50041777,0.23511438094439,-0.44171542040836
155,34,20,9,40,27,0.50923729,0.23624849369092,-0.45107794271501
155,34,20,9,40,34,0.51870339,0.23977763584062,-0.45989892905016
155,34,20,9,40,41,0.52727909,0.24510972842389,-0.4667762550245
155,34,20,9,40,48,0.53393145,0.25103988024557,-0.47115604766445
155,34,20,9,40,55,0.5373497,0.25590528188517,-0.47242649305874
140,34,16,19,50,20,0.25591476,0.14838758071598,-0.20433015309713
140,34,16,19,50,27,0.26447198,0.14083817331329,-0.22053199505584
140,34,16,19,50,34,0.27984109,0.13703832594505,-0.2416393666079
140,34,16,19,50,41,0.30084249,0.13841304998284,-0.26554451287518
140,34,16,19,50,48,0.32562815,0.14619149743524,-0.28995652117891
140,34,16,19,50,55,0.35222552,0.16126679938386,-0.31248419814847
140,34,16,14,50,20,0.25600855,0.16400595982686,-0.19133013080038
140,34,16,14,50,27,0.26763491,0.1636601353799,-0.20757346983399
140,34,16,14,50,34,0.28396491,0.16756071186919,-0.22604194557853
140,34,16,14,50,41,0.3036531,0.17698351541985,-0.24428085500004
140,34,16,14,50,48,0.32427677,0.19146379865642,-0.25976657331004
140,34,16,14,50,55,0.3436861,0.20964388165914,-0.2706763644227
140,34,16,9,50,20,0.25405367,0.17975291987853,-0.1726632086739
140,34,16,9,50,27,0.26571421,0.18369086730434,-0.18626432215173
140,34,16,9,50,34,0.28073413,0.1919705138318,-0.2001098651996
140,34,16,9,50,41,0.29728358,0.20460245026581,-0.21166880859167
140,34,18,9,50,48,0.31305536,0.21999400546553,-0.21914261861046
140,34,18,9,50,55,0.32661626,0.236317537098,-0.22205698468765
140,34,18,19,50,20,0.24670474,0.14424118090031,-0.19567195197514
140,34,18,19,50,27,0.25325563,0.13470287455282,-0.21096283318693
140,34,18,19,50,34,0.26555827,0.12679717784602,-0.23082061589066
140,34,18,19,50,41,0.28474204,0.12331334543484,-0.25501727523865
140,34,18,19,50,48,0.30976398,0.12683462887601,-0.28163793258099
140,34,18,19,50,55,0.33768052,0.13692362404494,-0.30811063783097
140,34,18,14,50,20,0.24635452,0.15791471092476,-0.18349083081317
140,34,18,14,50,27,0.25611323,0.15499916166524,-0.19941300876696
140,34,18,14,50,34,0.27088191,0.15547493158609,-0.21843599823322
140,34,18,14,50,41,0.29025758,0.16147395726286,-0.23870345902864
140,34,18,14,50,48,0.31174218,0.1733547833596,-0.25722847541868
140,34,18,14,50,55,0.33351788,0.19066462799001,-0.2721579661289
140,34,18,9,50,20,0.24540676,0.17304777168224,-0.16676116752146
140,34,18,9,50,27,0.25588488,0.17488060234334,-0.18078987937881
140,34,18,9,50,34,0.27025409,0.18098935863024,-0.19581781527141
140,34,18,9,50,41,0.28717125,0.19184397034893,-0.20969109417769
140,34,18,9,50,48,0.30406075,0.20631702655664,-0.21992631579292
140,34,18,9,50,55,0.31944207,0.22302540972269,-0.22555319630509
140,34,20,19,50,20,0.23698229,0.14202714551807,-0.18478381219517
140,34,20,19,50,27,0.24033412,0.13017035584567,-0.19813088893816
140,34,20,19,50,34,0.24925958,0.11870410962314,-0.21638107041633
140,34,20,19,50,41,0.26514864,0.10933777942872,-0.23977015322581
140,34,20,19,50,48,0.28864348,0.10605386227606,-0.2674503113408
140,34,20,19,50,55,0.31740986,0.10989878579031,-0.29727257579151
140,34,20,14,50,20,0.23552408,0.15244896214738,-0.17342429143547
140,34,20,14,50,27,0.24272807,0.14666168461306,-0.18850575990663
140,34,20,14,50,34,0.25510743,0.14306876110749,-0.20754325405484
140,34,20,14,50,41,0.27339278,0.14496353496006,-0.22918493970655
140,34,20,14,50,48,0.29571864,0.15361944794877,-0.25083553169531
140,34,20,14,50,55,0.31938169,0.16789863398651,-0.27035253197353
140,34,20,9,50,20,0.23563511,0.16680274089397,-0.15856944854844
140,34,20,9,50,27,0.24431908,0.16602582683534,-0.17273140509586
140,34,20,9,50,34,0.25748092,0.16908106161242,-0.189017740526
140,34,20,9,50,41,0.27425904,0.1772510928985,-0.20519743086792
140,34,20,9,50,48,0.29210523,0.19014818047259,-0.21832169166165
140,34,20,9,50,55,0.30974708,0.2063564218124,-0.22811686436992
145,34,16,19,50,20,0.36428134,0.14601732247745,-0.33359141646504
145,34,16,19,50,27,0.37580971,0.14087715138165,-0.3483226578039
145,34,16,19,50,34,0.3922602,0.13922705930777,-0.36668555520176
145,34,16,19,50,41,0.41192295,0.14231803346799,-0.38655046460269
145,34,16,19,50,48,0.43299607,0.15180528226971,-0.40551294797183
145,34,16,19,50,55,0.45164313,0.16632671184281,-0.41990049899543
145,34,16,14,50,20,0.36643817,0.16482147221148,-0.32705007017594
145,34,16,14,50,27,0.37855577,0.16639477091022,-0.3398511684186
145,34,16,14,50,34,0.39391343,0.17207418512525,-0.35422173013465
145,34,16,14,50,41,0.40966013,0.18212107872897,-0.36686651844618
145,34,16,14,50,48,0.42351119,0.1959864161922,-0.37534931881109
145,34,16,14,50,55,0.43325862,0.21061851669753,-0.37850950532128
145,34,16,9,50,20,0.36176698,0.18220737414644,-0.31215002316261
145,34,16,9,50,27,0.37247913,0.18722821127821,-0.32167841742999
145,34,16,9,50,34,0.38442681,0.19594577707231,-0.33044908651084
145,34,16,9,50,41,0.39468134,0.20723767801396,-0.33559597138551
145,34,18,9,50,48,0.40228623,0.21935641619691,-0.33687058985206
145,34,18,9,50,55,0.40587496,0.23006330854407,-0.33392747432228
145,34,18,19,50,20,0.35326147,0.14089483258133,-0.32379059384978
145,34,18,19,50,27,0.3628195,0.13298709678624,-0.33747645359383
145,34,18,19,50,34,0.37758208,0.12709848956474,-0.35551212288113
145,34,18,19,50,41,0.3971073,0.12560115943302,-0.37671649593717
145,34,18,19,50,48,0.41985926,0.13082227711448,-0.39895579029071
145,34,18,19,50,55,0.4418937,0.14242086606903,-0.41830057327283
145,34,18,14,50,20,0.35601044,0.15732683789278,-0.31911838737522
145,34,18,14,50,27,0.36767264,0.15584658435546,-0.33284688127604
145,34,18,14,50,34,0.38289524,0.15858493286371,-0.34840858600449
145,34,18,14,50,41,0.39986092,0.16635195506886,-0.36355158422155
145,34,18,14,50,48,0.41601171,0.17891703612834,-0.37552053203637
145,34,18,14,50,55,0.42872185,0.19353329804935,-0.38249804074462
145,34,18,9,50,20,0.35345154,0.17419754031268,-0.30716391005525
145,34,18,9,50,27,0.36418444,0.1773872560209,-0.31775225721811
145,34,18,9,50,34,0.37678024,0.18445286628162,-0.32828354358165
145,34,18,9,50,41,0.38876118,0.19496381311073,-0.33609611798409
145,34,18,9,50,48,0.39788924,0.20718011070964,-0.33940897974985
145,34,18,9,50,55,0.40350075,0.21891596151539,-0.33860241861653
145,34,20,19,50,20,0.34080351,0.13771437669556,-0.31155780904519
145,34,20,19,50,27,0.34748677,0.12704043052065,-0.32331918994442
145,34,20,19,50,34,0.35938884,0.11688880233481,-0.33980107117007
145,34,20,19,50,41,0.37714632,0.10982216361416,-0.3607955060294
145,34,20,19,50,48,0.40024154,0.10819220009844,-0.38533700235953
145,34,20,19,50,55,0.42549202,0.11400528315354,-0.40989868065169
145,34,20,14,50,20,0.34349837,0.15073020849626,-0.3083895864246
145,34,20,14,50,27,0.35337939,0.14636392103348,-0.32145046414672
145,34,20,14,50,34,0.36798277,0.14496398245366,-0.3381186587918
145,34,20,14,50,41,0.38560176,0.14869536432236,-0.35572496914679
145,34,20,14,50,48,0.40436373,0.15789646439798,-0.37223776167823
145,34,20,14,50,55,0.4206264,0.17195818957134,-0.38385216826784
145,34,20,9,50,20,0.34244628,0.16633472280065,-0.29890151752521
145,34,20,9,50,27,0.35309909,0.16707662702931,-0.31074268316953
145,34,20,9,50,34,0.36611235,0.17160590086669,-0.32315093838721
145,34,20,9,50,41,0.37966861,0.18031979552856,-0.3339062957261
145,34,20,9,50,48,0.39144984,0.19202009571164,-0.3409083149397
145,34,20,9,50,55,0.39898959,0.20432475502445,-0.34243125544785
150,34,16,19,50,20,0.44467586,0.1714044780555,-0.41031027797154
150,34,16,19,50,27,0.45685597,0.16681029231325,-0.42529608204126
150,34,16,19,50,34,0.4726041,0.16546034765231,-0.4426480587888
150,34,16,19,50,41,0.49068836,0.16906887903774,-0.46055777512439
150,34,16,19,50,48,0.50934576,0.17864456133366,-0.47687326477797
150,34,16,19,50,55,0.52462811,0.19135697604335,-0.48836067287127
150,34,16,14,50,20,0.45303657,0.19374878904809,-0.40951535211599
150,34,16,14,50,27,0.46537127,0.195801313337,-0.42216766548019
150,34,16,14,50,34,0.47868748,0.20157224429616,-0.43416084296649
150,34,16,14,50,41,0.49120228,0.21074557123675,-0.44367346482228
150,34,16,14,50,48,0.50149917,0.22240616306041,-0.44946460474569
150,34,16,14,50,55,0.50726949,0.23337400838226,-0.45038919893937
150,34,16,9,50,20,0.4520521,0.21363626365524,-0.39838450543938
150,34,16,9,50,27,0.46165298,0.21877898482096,-0.40652087834682
150,34,16,9,50,34,0.4707101,0.22644514828788,-0.41266268553687
150,34,16,9,50,41,0.47749677,0.23529456565865,-0.41549922431767
150,34,18,9,50,48,0.48131937,0.24418382922294,-0.41477787283003
150,34,18,9,50,55,0.48203837,0.25068948811411,-0.41171402670985
150,34,18,19,50,20,0.43325454,0.16635552066383,-0.40004219620128
150,34,18,19,50,27,0.44200347,0.15808688480886,-0.41275537148457
150,34,18,19,50,34,0.45771006,0.1530781568787,-0.43131649204892
150,34,18,19,50,41,0.47594379,0.15200713701249,-0.45093796586251
150,34,18,19,50,48,0.49718036,0.1573762713007,-0.47147538168532
150,34,18,19,50,55,0.51546201,0.16733794132961,-0.48736283457991
150,34,18,14,50,20,0.44255503,0.18556075558156,-0.40177373123241
150,34,18,14,50,27,0.45363694,0.18457841271194,-0.41438230122243
150,34,18,14,50,34,0.46869843,0.18821632812985,-0.42922936165493
150,34,18,14,50,41,0.48337013,0.19537364280546,-0.44209224753171
150,34,18,14,50,48,0.49629898,0.20654591980994,-0.45123930437843
150,34,18,14,50,55,0.50420226,0.21752314969469,-0.45483570609127
150,34,18,9,50,20,0.44389423,0.20475005756675,-0.39385009846139
150,34,18,9,50,27,0.45331912,0.20811553559648,-0.40272340226383
150,34,18,9,50,34,0.46469658,0.21526901786857,-0.41182734270859
150,34,18,9,50,41,0.47344603,0.22400378493989,-0.41710061717366
150,34,18,9,50,48,0.47937092,0.23356832947595,-0.41861953832275
150,34,18,9,50,55,0.48044383,0.24070135368786,-0.4157966675912
150,34,20,19,50,20,0.41806101,0.16292989443647,-0.38500419870885
150,34,20,19,50,27,0.42460912,0.15206436503094,-0.39644111073945
150,34,20,19,50,34,0.43601472,0.14176240505778,-0.41230580484129
150,34,20,19,50,41,0.45328332,0.13430591587718,-0.43286424788434
150,34,20,19,50,48,0.4755492,0.13295259139403,-0.45644429833877
150,34,20,19,50,55,0.49889731,0.13823627706492,-0.47913206097838
150,34,20,14,50,20,0.42772209,0.17758645086804,-0.38911295924344
150,34,20,14,50,27,0.43832992,0.17371505994639,-0.40243613926083
150,34,20,14,50,34,0.45245558,0.17294904223237,-0.41808217108031
150,34,20,14,50,41,0.46867414,0.17673122698179,-0.43403783862986
150,34,20,14,50,48,0.48501569,0.18573159017647,-0.44798474736545
150,34,20,14,50,55,0.49787155,0.19720420447535,-0.45708545806977
150,34,20,9,50,20,0.43185211,0.19519562966153,-0.38521630976697
150,34,20,9,50,27,0.44236392,0.19675864559044,-0.3961965280232
150,34,20,9,50,34,0.45402372,0.20146758128544,-0.40687537847706
150,34,20,9,50,41,0.46487483,0.20920175265707,-0.4151396380188
150,34,20,9,50,48,0.47349734,0.21907703332257,-0.41976549531624
150,34,20,9,50,55,0.47775146,0.22765753274154,-0.4200220025708
155,34,16,19,50,20,0.49527863,0.19813414150123,-0.45388658522988
155,34,16,19,50,27,0.50767038,0.19409546389801,-0.46903781912993
155,34,16,19,50,34,0.52368489,0.19347031239738,-0.48652412961769
155,34,16,19,50,41,0.54136419,0.19776412018925,-0.50378028987036
155,34,16,19,50,48,0.55882523,0.20707821882392,-0.51882495500581
155,34,16,19,50,55,0.57215015,0.21887575428357,-0.52840483046102
155,34,16,14,50,20,0.50936037,0.22415477131717,-0.4573489858004
155,34,16,14,50,27,0.52136135,0.22691496953348,-0.46933036528117
155,34,16,14,50,34,0.53434916,0.23311185960903,-0.48073404346906
155,34,16,14,50,41,0.54583159,0.24192075378507,-0.48918920159278
155,34,16,14,50,48,0.554174,0.25193987689001,-0.49349583203509
155,34,16,14,50,55,0.55816383,0.2606287930349,-0.49349960407964
155,34,16,9,50,20,0.51169544,0.24663191036865,-0.44830633664842
155,34,16,9,50,27,0.52068659,0.25208697621501,-0.45555636433728
155,34,16,9,50,34,0.52891626,0.25951966098084,-0.46082657251848
155,34,16,9,50,41,0.53430215,0.26710632146309,-0.46270524132255
155,34,18,9,50,48,0.53691894,0.27394553025482,-0.46174332294158
155,34,18,9,50,55,0.53610695,0.27825573723024,-0.45822197922246
155,34,18,19,50,20,0.48075321,0.19174832845529,-0.44083467785174
155,34,18,19,50,27,0.49103744,0.18421025702506,-0.45513014492242
155,34,18,19,50,34,0.5059152,0.17907973497485,-0.47307260531404
155,34,18,19,50,41,0.52449757,0.1784345051275,-0.49305415070805
155,34,18,19,50,48,0.54514183,0.18431810360265,-0.51279808843928
155,34,18,19,50,55,0.56288164,0.19448048331313,-0.52792675650635
155,34,18,14,50,20,0.49710141,0.21446466793023,-0.44842962208318
155,34,18,14,50,27,0.50914057,0.21466342099227,-0.46162302388768
155,34,18,14,50,34,0.5230727,0.21840147564911,-0.47521236346527
155,34,18,14,50,41,0.5367027,0.22567550794135,-0.48683835167217
155,34,18,14,50,48,0.54836424,0.23595604329616,-0.49487788006501
155,34,18,14,50,55,0.55516562,0.24566474483767,-0.49774006948912
155,34,18,9,50,20,0.50296383,0.23676014960371,-0.44372685638844
155,34,18,9,50,27,0.51276862,0.24104500671891,-0.452541962131
155,34,18,9,50,34,0.52231207,0.24770893064818,-0.45978912246596
155,34,18,9,50,41,0.52958199,0.25538806968276,-0.46388456506422
155,34,18,9,50,48,0.53404998,0.26326279896665,-0.46461135891616
155,34,18,9,50,55,0.53486745,0.26877723457641,-0.46240054172317
155,34,20,19,50,20,0.46478927,0.18899458597878,-0.42461131015973
155,34,20,19,50,27,0.47132661,0.17781831702528,-0.43646981233362
155,34,20,19,50,34,0.48305775,0.16717994653982,-0.45315013408538
155,34,20,19,50,41,0.50038256,0.15987769301778,-0.47403732397443
155,34,20,19,50,48,0.52289054,0.15881338595174,-0.49796508398286
155,34,20,19,50,55,0.54552878,0.16444916261073,-0.51981400942168
155,34,20,14,50,20,0.48173854,0.20586234151682,-0.4355186062322
155,34,20,14,50,27,0.49264293,0.20254607125341,-0.44904283864901
155,34,20,14,50,34,0.50689856,0.20237256887601,-0.46467774517739
155,34,20,14,50,41,0.52275144,0.20663092199307,-0.48006449510112
155,34,20,14,50,48,0.53799005,0.21544197490858,-0.49281697748574
155,34,20,14,50,55,0.54901113,0.22572979504652,-0.50029734255019
155,34,20,9,50,20,0.49134316,0.22663025379243,-0.43593428009236
155,34,20,9,50,27,0.50158301,0.22860773669974,-0.44642277814733
155,34,20,9,50,34,0.51263923,0.23374711305743,-0.45619694607683
155,34,20,9,50,41,0.52236428,0.24102104871659,-0.46337637744266
155,34,20,9,50,48,0.52941854,0.24953541231695,-0.46686372400011
155,34,20,9,50,55,0.53237033,0.25635459069707,-0.46653664832877
140,37,16,19,30,20,0.29593061,0.15579007463245,-0.24984202302538
140,37,16,19,30,27,0.29959758,0.14804695370002,-0.25891023713318
140,37,16,19,30,34,0.30571198,0.14075178586886,-0.27004773267809
140,37,16,19,30,41,0.3150025,0.13537326915601,-0.28332708759472
140,37,16,19,30,48,0.32694585,0.13121878884456,-0.29857620652926
140,37,16,19,30,55,0.34134842,0.12999734043097,-0.31495346722636
140,37,16,14,30,20,0.29875263,0.18736055288474,-0.22961921768637
140,37,16,14,30,27,0.30368279,0.1841267885894,-0.23867848941456
140,37,16,14,30,34,0.31045914,0.18208529359689,-0.24892359562513
140,37,16,14,30,41,0.31895831,0.18201143315834,-0.25967054590337
140,37,16,14,30,48,0.32905799,0.18409565867344,-0.27075613279775
140,37,16,14,30,55,0.33959214,0.18849210413815,-0.2806970576329
140,37,16,9,30,20,0.29448054,0.20772912330174,-0.20408603859324
140,37,16,9,30,27,0.2992763,0.2074256271767,-0.21136584000043
140,37,16,9,30,34,0.30516369,0.20832440464076,-0.21889118123622
140,37,16,9,30,41,0.31211599,0.21075536347671,-0.22643210415731
140,37,18,9,30,48,0.31949026,0.21435828958104,-0.23341747397611
140,37,18,9,30,55,0.32647606,0.21897944873985,-0.23887186374676
140,37,18,19,30,20,0.28570581,0.14628666806796,-0.24376583848899
140,37,18,19,30,27,0.28826676,0.13712580967143,-0.25213894890166
140,37,18,19,30,34,0.29342694,0.12811819652942,-0.26277315631117
140,37,18,19,30,41,0.30193096,0.12019162583357,-0.27601280555524
140,37,18,19,30,48,0.31399888,0.11323904425604,-0.2921449536256
140,37,18,19,30,55,0.32859785,0.1084728668007,-0.30965969557485
140,37,18,14,30,20,0.29055267,0.17923257303596,-0.22569944501735
140,37,18,14,30,27,0.29474845,0.17444189264816,-0.23489407338324
140,37,18,14,30,34,0.30144767,0.17151989943169,-0.24548248265492
140,37,18,14,30,41,0.30968694,0.16998894503827,-0.25673046796291
140,37,18,14,30,48,0.32008681,0.17070353568435,-0.26888435956833
140,37,18,14,30,55,0.33139542,0.1731365612618,-0.28098874775447
140,37,18,9,30,20,0.28770096,0.20124078371416,-0.20089537410603
140,37,18,9,30,27,0.29237606,0.19972235562067,-0.20926628635783
140,37,18,9,30,34,0.29852215,0.20000729629179,-0.21765418290298
140,37,18,9,30,41,0.30519242,0.20147258964674,-0.22558915083841
140,37,18,9,30,48,0.31238528,0.2042685362535,-0.2328453860349
140,37,18,9,30,55,0.31975001,0.20832072452405,-0.23930759233707
140,37,20,19,30,20,0.27422764,0.13816490948838,-0.23533581701915
140,37,20,19,30,27,0.27500165,0.12730931146435,-0.24244342851137
140,37,20,19,30,34,0.27824655,0.11607188848563,-0.25179654713076
140,37,20,19,30,41,0.28506705,0.10487663825547,-0.26422564106652
140,37,20,19,30,48,0.29585361,0.094084240307241,-0.27989076360361
140,37,20,19,30,55,0.31084066,0.085331063424433,-0.29850935418197
140,37,20,14,30,20,0.28116263,0.1710833437955,-0.22026328591729
140,37,20,14,30,27,0.28439088,0.16519605622828,-0.22889010505693
140,37,20,14,30,34,0.28996551,0.15980309799525,-0.2396798298508
140,37,20,14,30,41,0.29786589,0.15674457096788,-0.25126514582862
140,37,20,14,30,48,0.30841342,0.15495559314968,-0.26495923253909
140,37,20,14,30,55,0.32053293,0.15597631279533,-0.27859731389167
140,37,20,9,30,20,0.28087939,0.19461238007017,-0.19802230503787
140,37,20,9,30,27,0.28456749,0.19209206792002,-0.20571447278832
140,37,20,9,30,34,0.2897531,0.19077304384098,-0.21404007460421
140,37,20,9,30,41,0.29655175,0.19128383593163,-0.22293936504783
140,37,20,9,30,48,0.30456389,0.1932437705263,-0.23208042511265
140,37,20,9,30,55,0.31252017,0.19662142929721,-0.23979864954597
145,37,16,19,30,20,0.38333242,0.14473800539634,-0.35493159008257
145,37,16,19,30,27,0.38905454,0.1364103159601,-0.3643404142971
145,37,16,19,30,34,0.39775561,0.12849083193623,-0.37642390494306
145,37,16,19,30,41,0.40934156,0.1226506892143,-0.39053404567887
145,37,16,19,30,48,0.42458245,0.11865149081306,-0.40766396276619
145,37,16,19,30,55,0.44020042,0.11858256460569,-0.42391301117188
145,37,16,14,30,20,0.39317731,0.17786193533669,-0.35049537830356
145,37,16,14,30,27,0.40058375,0.17508120067868,-0.36017104602969
145,37,16,14,30,34,0.40998954,0.1739329529951,-0.3711724547651
145,37,16,14,30,41,0.42012717,0.17527795533235,-0.38174299915704
145,37,16,14,30,48,0.4314797,0.17852104552398,-0.39276269652061
145,37,16,14,30,55,0.44078758,0.18382770130872,-0.4005791861376
145,37,16,9,30,20,0.39118263,0.20229340830759,-0.33448759147939
145,37,16,9,30,27,0.39808157,0.20282398459617,-0.3422499642428
145,37,16,9,30,34,0.40521639,0.20455196559283,-0.34953048749473
145,37,16,9,30,41,0.41241083,0.2081701724375,-0.3557707806106
145,37,18,9,30,48,0.41934509,0.21237778406127,-0.36135470746596
145,37,18,9,30,55,0.42359341,0.2168881046774,-0.36361546962055
145,37,18,19,30,20,0.37120367,0.13729043558442,-0.3448658604541
145,37,18,19,30,27,0.37525627,0.12706335012548,-0.35308105115588
145,37,18,19,30,34,0.3824421,0.11711861523907,-0.36406520877539
145,37,18,19,30,41,0.39293891,0.10738407102154,-0.37798087223311
145,37,18,19,30,48,0.40793465,0.0993795863423,-0.39563531108121
145,37,18,19,30,55,0.42470936,0.09519342439674,-0.41387059309154
145,37,18,14,30,20,0.38335284,0.16927397874628,-0.34381844719079
145,37,18,14,30,27,0.39023208,0.16480610636761,-0.3536147964889
145,37,18,14,30,34,0.39938001,0.16214854648698,-0.36490027544095
145,37,18,14,30,41,0.40992311,0.16118252812576,-0.37684779474234
145,37,18,14,30,48,0.42228937,0.16275270527832,-0.38962881881157
145,37,18,14,30,55,0.43339941,0.16697947639801,-0.39991795331632
145,37,18,9,30,20,0.38326208,0.19392549360717,-0.33024778838937
145,37,18,9,30,27,0.38999142,0.1934187133106,-0.33835371954701
145,37,18,9,30,34,0.39796315,0.19473315467908,-0.34680487175801
145,37,18,9,30,41,0.4053765,0.19687814960936,-0.3541241289601
145,37,18,9,30,48,0.41350008,0.20084895673981,-0.36123604130455
145,37,18,9,30,55,0.41884767,0.20524498754608,-0.36491072111237
145,37,20,19,30,20,0.35740733,0.13165952085608,-0.33226640918416
145,37,20,19,30,27,0.35908085,0.11973777586203,-0.33852623665883
145,37,20,19,30,34,0.36357019,0.10710736762434,-0.3474351513221
145,37,20,19,30,41,0.37212846,0.093963936030417,-0.36006816764517
145,37,20,19,30,48,0.38547502,0.080850843986209,-0.37688414017206
145,37,20,19,30,55,0.40231736,0.070791778177914,-0.39598692456142
145,37,20,14,30,20,0.37184836,0.16122229621712,-0.33496335937845
145,37,20,14,30,27,0.37757284,0.15479481953793,-0.34429290913075
145,37,20,14,30,34,0.38583743,0.14956832007511,-0.35560216173482
145,37,20,14,30,41,0.39646696,0.1460444249204,-0.36854614611636
145,37,20,14,30,48,0.40965391,0.14481380095193,-0.38318233550669
145,37,20,14,30,55,0.4225061,0.1469587103915,-0.39611562799236
145,37,20,9,30,20,0.37472814,0.18620870016122,-0.32487205313496
145,37,20,9,30,27,0.3809089,0.18397452208452,-0.33325134094462
145,37,20,9,30,34,0.38889585,0.18371101839423,-0.34252411370735
145,37,20,9,30,41,0.39723085,0.18500584542868,-0.3513072488289
145,37,20,9,30,48,0.40627956,0.18775158240598,-0.3601150005396
145,37,20,9,30,55,0.41304399,0.19167226687911,-0.36571755698601
150,37,16,19,30,20,0.4443239,0.1600369938808,-0.41447922750776
150,37,16,19,30,27,0.45063509,0.15086484992539,-0.42460286747466
150,37,16,19,30,34,0.46089221,0.14211387363462,-0.43839077186601
150,37,16,19,30,41,0.47454566,0.13567706908575,-0.45466158499988
150,37,16,19,30,48,0.49101767,0.13201210949681,-0.4728127237685
150,37,16,19,30,55,0.50928991,0.1324064106641,-0.49158208900149
150,37,16,14,30,20,0.46678948,0.19551056733938,-0.4238715762783
150,37,16,14,30,27,0.47543172,0.19309658069401,-0.43444850230963
150,37,16,14,30,34,0.48650702,0.19288065744903,-0.44662783916227
150,37,16,14,30,41,0.49779332,0.19507660645398,-0.45795620568143
150,37,16,14,30,48,0.50902367,0.19929421512917,-0.46835450959643
150,37,16,14,30,55,0.51904596,0.20516274962773,-0.47673471270387
150,37,16,9,30,20,0.47266311,0.22458395102015,-0.41589718048486
150,37,16,9,30,27,0.4802029,0.22588279860214,-0.42375856566585
150,37,16,9,30,34,0.48864655,0.22892361321677,-0.43170520917034
150,37,16,9,30,41,0.49556036,0.23283053943651,-0.43745781714177
150,37,18,9,30,48,0.50141795,0.23750626348043,-0.44159900426742
150,37,18,9,30,55,0.50570112,0.24165483396303,-0.44422360785466
150,37,18,19,30,20,0.42938378,0.15417210127308,-0.40072091801853
150,37,18,19,30,27,0.43338875,0.14279457444982,-0.40915519260866
150,37,18,19,30,34,0.44138314,0.1310693731539,-0.42142899061478
150,37,18,19,30,41,0.45344413,0.11999657673717,-0.43720683572722
150,37,18,19,30,48,0.46956363,0.1112361672407,-0.45607258227384
150,37,18,19,30,55,0.48974126,0.10671062455237,-0.47775841040267
150,37,18,14,30,20,0.45479579,0.18632209342591,-0.41487590235206
150,37,18,14,30,27,0.46283744,0.18187455408056,-0.42560070775378
150,37,18,14,30,34,0.47379336,0.17949339220529,-0.43846498006624
150,37,18,14,30,41,0.48594712,0.17922392657262,-0.4516636545824
150,37,18,14,30,48,0.49863113,0.18161025458887,-0.4643392022244
150,37,18,14,30,55,0.51119415,0.18680163653812,-0.4757775347041
150,37,18,9,30,20,0.46420871,0.21539608524181,-0.41120884606376
150,37,18,9,30,27,0.47189287,0.21548091735525,-0.41982214120108
150,37,18,9,30,34,0.48091185,0.21779629703362,-0.42876665590178
150,37,18,9,30,41,0.48896683,0.22088321438091,-0.43623097244168
150,37,18,9,30,48,0.49611891,0.22523044594653,-0.44204249330877
150,37,18,9,30,55,0.50181052,0.22984245149822,-0.44607251456892
150,37,20,19,30,20,0.41326018,0.15213429256624,-0.38419674718122
150,37,20,19,30,27,0.414049,0.13894265742204,-0.38999905035939
150,37,20,19,30,34,0.41810719,0.1239717979149,-0.3992603462731
