G,L2,R2,W3,cg_R1,cg_R2,S11_Linear
150,43,20,9,40,55,0.47989813
155,43,16,19,40,20,0.33769481
155,43,16,19,40,27,0.32588866
155,43,16,19,40,34,0.31147819
155,43,16,19,40,41,0.29499738
155,43,16,19,40,48,0.2763581
155,43,16,19,40,55,0.25662269
155,43,16,14,40,20,0.39406048
155,43,16,14,40,27,0.39212866
155,43,16,14,40,34,0.39325146
155,43,16,14,40,41,0.39981856
155,43,16,14,40,48,0.41430762
155,43,16,14,40,55,0.43549364
155,43,16,9,40,20,0.48229779
155,43,16,9,40,27,0.49456118
155,43,16,9,40,34,0.51089782
155,43,16,9,40,41,0.53055733
155,43,18,9,40,48,0.55201838
155,43,18,9,40,55,0.57177101
155,43,18,19,40,20,0.3408057
155,43,18,19,40,27,0.32935344
155,43,18,19,40,34,0.31506581
155,43,18,19,40,41,0.2979675
155,43,18,19,40,48,0.27744864
155,43,18,19,40,55,0.25403385
155,43,18,14,40,20,0.38027577
155,43,18,14,40,27,0.37462284
155,43,18,14,40,34,0.37041507
155,43,18,14,40,41,0.37010687
155,43,18,14,40,48,0.37660552
155,43,18,14,40,55,0.39049987
155,43,18,9,40,20,0.46157239
155,43,18,9,40,27,0.47104384
155,43,18,9,40,34,0.48541912
155,43,18,9,40,41,0.50440438
155,43,18,9,40,48,0.52735564
155,43,18,9,40,55,0.55048931
155,43,20,19,40,20,0.34813311
155,43,20,19,40,27,0.33748913
155,43,20,19,40,34,0.32408531
155,43,20,19,40,41,0.3076921
155,43,20,19,40,48,0.28724061
155,43,20,19,40,55,0.26355179
155,43,20,14,40,20,0.3721087
155,43,20,14,40,27,0.36327003
155,43,20,14,40,34,0.35439254
155,43,20,14,40,41,0.34666175
155,43,20,14,40,48,0.34358046
155,43,20,14,40,55,0.34639324
155,43,20,9,40,20,0.44051132
155,43,20,9,40,27,0.44588073
155,43,20,9,40,34,0.45607991
155,43,20,9,40,41,0.47228624
155,43,20,9,40,48,0.49498395
155,43,20,9,40,55,0.52034704
140,43,16,19,50,20,0.13145322
140,43,16,19,50,27,0.11912754
140,43,16,19,50,34,0.10852177
140,43,16,19,50,41,0.10261757
140,43,16,19,50,48,0.10502647
140,43,16,19,50,55,0.1170632
140,43,16,14,50,20,0.19776441
140,43,16,14,50,27,0.19731555
140,43,16,14,50,34,0.20229714
140,43,16,14,50,41,0.21465994
140,43,16,14,50,48,0.23493002
140,43,16,14,50,55,0.26239044
140,43,16,9,50,20,0.26011989
140,43,16,9,50,27,0.26954534
140,43,16,9,50,34,0.2856992
140,43,16,9,50,41,0.30888593
140,43,18,9,50,48,0.33757814
140,43,18,9,50,55,0.3697278
140,43,18,19,50,20,0.12459661
140,43,18,19,50,27,0.1102508
140,43,18,19,50,34,0.096012128
140,43,18,19,50,41,0.083597038
140,43,18,19,50,48,0.078979739
140,43,18,19,50,55,0.08689191
140,43,18,14,50,20,0.18324496
140,43,18,14,50,27,0.17904921
140,43,18,14,50,34,0.17936623
140,43,18,14,50,41,0.18667511
140,43,18,14,50,48,0.20244401
140,43,18,14,50,55,0.22690031
140,43,18,9,50,20,0.24376008
140,43,18,9,50,27,0.24990878
140,43,18,9,50,34,0.26312967
140,43,18,9,50,41,0.28325312
140,43,18,9,50,48,0.31038285
140,43,18,9,50,55,0.34288232
140,43,20,19,50,20,0.12219914
140,43,20,19,50,27,0.10685061
140,43,20,19,50,34,0.089982845
140,43,20,19,50,41,0.07214187
140,43,20,19,50,48,0.056334026
140,43,20,19,50,55,0.055812293
140,43,20,14,50,20,0.17007808
140,43,20,14,50,27,0.16166784
140,43,20,14,50,34,0.15679914
140,43,20,14,50,41,0.15799938
140,43,20,14,50,48,0.16791623
140,43,20,14,50,55,0.18738371
140,43,20,9,50,20,0.22685668
140,43,20,9,50,27,0.22894801
140,43,20,9,50,34,0.23730003
140,43,20,9,50,41,0.25342516
140,43,20,9,50,48,0.2777294
140,43,20,9,50,55,0.30923375
145,43,16,19,50,20,0.22824399
145,43,16,19,50,27,0.21968262
145,43,16,19,50,34,0.21128067
145,43,16,19,50,41,0.20356634
145,43,16,19,50,48,0.1981021
145,43,16,19,50,55,0.19524876
145,43,16,14,50,20,0.29146526
145,43,16,14,50,27,0.29376879
145,43,16,14,50,34,0.30018748
145,43,16,14,50,41,0.31153934
145,43,16,14,50,48,0.32966698
145,43,16,14,50,55,0.35346871
145,43,16,9,50,20,0.35461825
145,43,16,9,50,27,0.36761925
145,43,16,9,50,34,0.38668581
145,43,16,9,50,41,0.41035353
145,43,18,9,50,48,0.43776263
145,43,18,9,50,55,0.46503257
145,43,18,19,50,20,0.22181051
145,43,18,19,50,27,0.21185629
145,43,18,19,50,34,0.20122728
145,43,18,19,50,41,0.19035892
145,43,18,19,50,48,0.1809932
145,43,18,19,50,55,0.17281809
145,43,18,14,50,20,0.27667989
145,43,18,14,50,27,0.27564296
145,43,18,14,50,34,0.27803722
145,43,18,14,50,41,0.28450792
145,43,18,14,50,48,0.29774141
145,43,18,14,50,55,0.31662501
145,43,18,9,50,20,0.33682613
145,43,18,9,50,27,0.34704906
145,43,18,9,50,34,0.36351118
145,43,18,9,50,41,0.38532366
145,43,18,9,50,48,0.41271416
145,43,18,9,50,55,0.44133515
145,43,20,19,50,20,0.21844075
145,43,20,19,50,27,0.20727368
145,43,20,19,50,34,0.19467343
145,43,20,19,50,41,0.18126873
145,43,20,19,50,48,0.16810317
145,43,20,19,50,55,0.15513331
145,43,20,14,50,20,0.26277276
145,43,20,14,50,27,0.25873745
145,43,20,14,50,34,0.25639688
145,43,20,14,50,41,0.25753135
145,43,20,14,50,48,0.26436415
145,43,20,14,50,55,0.27683851
145,43,20,9,50,20,0.31833276
145,43,20,9,50,27,0.32511612
145,43,20,9,50,34,0.33719166
145,43,20,9,50,41,0.35540941
145,43,20,9,50,48,0.38100759
145,43,20,9,50,55,0.41000817
150,43,16,19,50,20,0.29874645
150,43,16,19,50,27,0.28930918
150,43,16,19,50,34,0.27836467
150,43,16,19,50,41,0.26643616
150,43,16,19,50,48,0.25415892
150,43,16,19,50,55,0.24252852
150,43,16,14,50,20,0.35564654
150,43,16,14,50,27,0.35588401
150,43,16,14,50,34,0.35897949
150,43,16,14,50,41,0.36678137
150,43,16,14,50,48,0.38203549
150,43,16,14,50,55,0.40340592
150,43,16,9,50,20,0.42813312
150,43,16,9,50,27,0.44134563
150,43,16,9,50,34,0.4595524
150,43,16,9,50,41,0.48176528
150,43,18,9,50,48,0.50753206
150,43,18,9,50,55,0.53205523
150,43,18,19,50,20,0.29678325
150,43,18,19,50,27,0.28684749
150,43,18,19,50,34,0.2749527
150,43,18,19,50,41,0.26141315
150,43,18,19,50,48,0.24649681
150,43,18,19,50,55,0.2309956
150,43,18,14,50,20,0.34250416
150,43,18,14,50,27,0.33967764
150,43,18,14,50,34,0.33840692
150,43,18,14,50,41,0.34055471
150,43,18,14,50,48,0.34905391
150,43,18,14,50,55,0.36427345
150,43,18,9,50,20,0.40932712
150,43,18,9,50,27,0.41966271
150,43,18,9,50,34,0.43522278
150,43,18,9,50,41,0.45592574
150,43,18,9,50,48,0.48183164
150,43,18,9,50,55,0.5092462
150,43,20,19,50,20,0.29802457
150,43,20,19,50,27,0.28775523
150,43,20,19,50,34,0.27530102
150,43,20,19,50,41,0.26090625
150,43,20,19,50,48,0.24448684
150,43,20,19,50,55,0.22645499
150,43,20,14,50,20,0.33194056
150,43,20,14,50,27,0.32614284
150,43,20,14,50,34,0.32037895
150,43,20,14,50,41,0.31740947
150,43,20,14,50,48,0.31784082
150,43,20,14,50,55,0.3241563
150,43,20,9,50,20,0.39029456
150,43,20,9,50,27,0.39645333
150,43,20,9,50,34,0.40743474
150,43,20,9,50,41,0.42481711
150,43,20,9,50,48,0.44896804
150,43,20,9,50,55,0.47729413
155,43,16,19,50,20,0.34277916
155,43,16,19,50,27,0.33104821
155,43,16,19,50,34,0.31813915
155,43,16,19,50,41,0.30340389
155,43,16,19,50,48,0.28807935
155,43,16,19,50,55,0.27034553
155,43,16,14,50,20,0.39103969
155,43,16,14,50,27,0.3878493
155,43,16,14,50,34,0.3887863
155,43,16,14,50,41,0.39419001
155,43,16,14,50,48,0.40802278
155,43,16,14,50,55,0.4276176
155,43,16,9,50,20,0.47392256
155,43,16,9,50,27,0.48583826
155,43,16,9,50,34,0.50395775
155,43,16,9,50,41,0.5260183
155,43,18,9,50,48,0.55193527
155,43,18,9,50,55,0.57492389
155,43,18,19,50,20,0.34393161
155,43,18,19,50,27,0.33360728
155,43,18,19,50,34,0.32035427
155,43,18,19,50,41,0.30530112
155,43,18,19,50,48,0.28724339
155,43,18,19,50,55,0.26700166
155,43,18,14,50,20,0.37878803
155,43,18,14,50,27,0.37351964
155,43,18,14,50,34,0.36950438
155,43,18,14,50,41,0.36852995
155,43,18,14,50,48,0.37330493
155,43,18,14,50,55,0.38514916
155,43,18,9,50,20,0.45273273
155,43,18,9,50,27,0.46259959
155,43,18,9,50,34,0.47796217
155,43,18,9,50,41,0.49856392
155,43,18,9,50,48,0.52430307
155,43,18,9,50,55,0.55076314
155,43,20,19,50,20,0.35055271
155,43,20,19,50,27,0.34060969
155,43,20,19,50,34,0.32682757
155,43,20,19,50,41,0.31278823
155,43,20,19,50,48,0.29494233
155,43,20,19,50,55,0.27422223
155,43,20,14,50,20,0.37281283
155,43,20,14,50,27,0.36494845
155,43,20,14,50,34,0.35498464
155,43,20,14,50,41,0.34921434
155,43,20,14,50,48,0.34500295
155,43,20,14,50,55,0.34585697
155,43,20,9,50,20,0.43339303
155,43,20,9,50,27,0.43875717
155,43,20,9,50,34,0.44778344
155,43,20,9,50,41,0.46595572
155,43,20,9,50,48,0.49007658
155,43,20,9,50,55,0.51791198
